ID;Standort-Nr;Baumhoehe_akt_m;Stammanzahl_akt_anz;Stammdurchmesser_akt_cm;Stammumfang_akt_cm;Kronendurchmesser_akt_cm;Pflanzjahr;Standalter_geschaetzt_jahr;ref_Baumart;ref_Baumart_botanisch;gis_komplex_UTM;ref_Objekt_Name;ref_Objekt_stat_Bezirk;ref_Objekt_Number;ref_Objekt_Name_Number
00008100:000dceed;13;7,38;;;;2,86;;;Unbekannt;Unbekannt;POINT (404904.0106 5755064.0399);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dcef0;2;7,57;1;20;62,83;3;2002;21;Hainbuche;Carpinus betulus*;POINT (404841.0595 5755072.9501);VG INSELGARTEN;32;53232;20 53232 VG INSELGARTEN
00008100:000dcefd;3;14,78;;;;7,5;;;Unbekannt;Unbekannt;POINT (404734.9325 5755170.8964);VG FUSSWEG AN DER KITA INSELBOGEN;32;53240;20 53240 VG FUSSWEG AN DER KITA INSELBOGEN
00008100:000dcf06;234;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404707.5624 5755771.796);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcf11;9;8,37;1;25;78,54;4,93;1992;31;Hainbuche;Carpinus betulus*;POINT (404686.6249 5755054.829);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcf15;6;15,29;;;;4,38;;;Unbekannt;Unbekannt;POINT (404722.0018 5755132.5399);KITA AM INSELBOGEN 24;32;73201;20 73201 KITA AM INSELBOGEN 24
00008100:000dcf1d;90;14,12;;;;6,83;;;Unbekannt;Unbekannt;POINT (404786.8593 5755775.4901);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dc579;6;12,5;;30;94,25;9;1987;36;Vogel-Kirsche;Prunus avium ;POINT (404765.4218 5754749.9501);VG PARKPLATZ KLEING�RTEN RONNEBERG;32;53244;20 53244 VG PARKPLATZ KLEING�RTEN RONNEBERG
00008100:000dcf29;27;5,66;;;;3,75;;;Unbekannt;Unbekannt;POINT (404740.3026 5755065.5536);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dcf2c;5;7,28;1;17;53,41;5;2007;16;Hainbuche;Carpinus betulus*;POINT (404796.1815 5755056.6376);�G INSELGARTEN;32;13207;20 13207 �G INSELGARTEN
00008100:000dcf59;18;34;1;184;578;27;1792;231;Gew�hnliche Platane;Platanus x hispanica ;POINT (404809.6786 5755925.974);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcf5e;28;10,46;;48,06;151;12;1977;46;Gemeine Rosskastanie;Aesculus hippocastanum*;POINT(404589.97633779817260801792144775390625 5755143.025137909688055515289306640625);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dcf61;27;5,9;1;8;25,13;2,95;2014;9;Feld-Ahorn;Acer campestre*;POINT(404620.86610000021755695343017578125 5755125.960799999535083770751953125);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dd22c;76;13;1;56;175;11;1942;81;Spitz-Ahorn;Acer platanoides*;POINT (404989.1132 5756084.226);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000dd310;39;27,08;;;;14,11;;;Unbekannt;Unbekannt;POINT (404862.6337 5756041.7763);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dc76e;27;12,26;;;;3,99;;;Unbekannt;Unbekannt;POINT (404892.5721 5754966.6698);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dc77c;36;25;1;50,93;160;14;1977;46;Berg-Ahorn;Acer pseudoplatanus*;POINT(404800.9551290528033860027790069580078125 5755001.55421059764921665191650390625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc78b;40;11;1;38;119,38;10;1972;51;Spitz-Ahorn;Acer platanoides*;POINT (404929.496 5754904.869);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc7c3;28;1;0;0;0;1;2021;2;;Standort ohne Baum;POINT (404400.1229 5754938.636);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dd35f;185;19;1;42;132;7;1952;71;Robinie;Robinia pseudoacacia*;POINT (404805.994 5756010.63);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcaa1;86;13;1;37;116,24;9;1972;51;Winter-Linde;Tilia cordata*;POINT (404427.453 5755275.238);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dcab0;3;14,25;2;60;188,5;5,4;1972;51;Feld-Ahorn;Acer campestre*;POINT (404409.6122 5755320.5087);VG PARKPLATZ KAPPENBERGER DAMM;32;53242;20 53242 VG PARKPLATZ KAPPENBERGER DAMM
00008100:000dcab5;100;24;1;51;161;9;1962;61;Hainbuche;Carpinus betulus*;POINT (404920.0808 5755996.532);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcab9;4;9,42;;;;2,81;;;Unbekannt;Unbekannt;POINT (404991.6268 5755589.202);VG BREISACHER WEG;32;53239;20 53239 VG BREISACHER WEG
00008100:000dcafd;9;8;1;20;62,83;4;2002;21;Baum-Hasel;Corylus colurna ;POINT(404596.2496329317800700664520263671875 5755038.9852484799921512603759765625);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb0b;117;9;1;35;109;7;1952;71;Spitz-Ahorn;Acer platanoides*;POINT (404856.9305 5755646.22);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dcb0c;24;7;1;18;56,55;3,5;1992;31;Winter-Linde;Tilia cordata*;POINT (404632.7538 5755020.952);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb1e;18;6;1;13;41;3;2002;21;Stechpalme;Ilex aquifolium ;POINT (404605.994 5755069.45);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dcb2b;33;9,54;1;40;125,66;2,41;1987;36;Europ�ische L�rche;Larix decidua ;POINT (404627.2977 5755089.1893);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcb35;262;16,23;;;;5,33;;;Unbekannt;Unbekannt;POINT (404759.0155 5755965.2372);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcb44;71;12;1;35;109,96;5;1972;51;Winter-Linde;Tilia cordata*;POINT (404459.5653 5755195.236);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dcb51;38;18,82;;40;125,66;5,46;1972;51;Robinie;Robinia pseudoacacia*;POINT (404712.9305 5755474.3221);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dcb55;39;9;1;15,28;48;4;2012;11;Schmalbl�ttrige Esche;Fraxinus angustifolia*;POINT (404742.5497 5755421.1552);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dc81c;34;13;1;27;84,82;5;1987;36;Winter-Linde;Tilia cordata*;POINT (404395.6376 5754978.557);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc83c;26;16;1;108;339,29;15;1902;121;Stiel-Eiche;Quercus robur*;POINT(404391.268835749593563377857208251953125 5754912.2300737798213958740234375);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc84d;55;9;1;45;141,37;8;1977;46;Schwedische Mehlbeere;Sorbus intermedia ;POINT (404853.3231 5754907.423);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc869;56;8;1;29;91,11;6;1982;41;Schwedische Mehlbeere;Sorbus intermedia ;POINT (404845.7391 5754895.517);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dcb56;7;19,11;1;65;204,2;11;1972;51;Hainbuche;Carpinus betulus*;POINT (404733.2421 5755392.8348);SP GR�NER GRUND;32;23205;20 23205 SP GR�NER GRUND
00008100:000dcb7a;14;10,57;;30,24;95;2,9;2009;14;Gemeine Rosskastanie;Aesculus hippocastanum*;POINT (404970.0721 5755250.2557);VG METZER STRASSE;32;53221;20 53221 VG METZER STRASSE
00008100:000dcb80;28;9;1;23,87;75;4;2002;21;Spitz-Ahorn;Acer platanoides*;POINT (404877.1942 5755294.6962);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dcb82;38;12,46;;;;7,93;1982;41;Spitz-Ahorn;Acer platanoides*;POINT (404880.495 5755284.7128);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dcb86;219;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404715.3192 5755900.438);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcb8a;5;5,1;;;;3,82;;;Unbekannt;Unbekannt;POINT (404921.8182 5755257.8671);�G METZER STRASSE;32;13204;20 13204 �G METZER STRASSE
00008100:000dcb8e;224;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404705.1903 5755883.373);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcb92;41;12,88;2;40;125,66;6,27;1977;46;Hainbuche;Carpinus betulus*;POINT (404612.1884 5755208.4833);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dcba2;40;17;2;70;221;13;1932;91;Berg-Ahorn;Acer pseudoplatanus*;POINT (404791.969 5755834.633);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcbd1;22;9,64;1;35;109,96;5,15;1992;31;Spitz-Ahorn;Acer platanoides*;POINT (404803.4442 5755144.0819);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcbdf;95;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404618.6317 5755692.664);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dc906;60;21;1;67;210;13;1852;171;Stiel-Eiche;Quercus robur*;POINT (404846.746 5754875.618);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc930;43;17,48;;;;6,19;;;Unbekannt;Unbekannt;POINT (404979.7968 5754952.7108);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dcc3a;35;14;1;57;178;12;1912;111;Spitz-Ahorn;Acer platanoides*;POINT (404720.6805 5755844.251);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcc3e;26;9,4;1;25;78,54;2,63;1997;26;Silber-Ahorn;Acer saccharinum;POINT (404825.5136 5755148.3417);VG GUT INSEL;32;53233;20 53233 VG GUT INSEL
00008100:000dcc88;15;15,46;1;76,39;240;12;1972;51;Robinie;Robinia pseudoacacia*;POINT (404736.5155 5755592.7889);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dccb0;43;13,35;1;54,11;170;10;1977;46;Spitz-Ahorn;Acer platanoides*;POINT (404857.2352 5755396.3348);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dccca;204;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404751.7411 5755910.607);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dccda;41;13,41;;;;3,49;;;Unbekannt;Unbekannt;POINT (404750.9413 5755516.8173);�G GR�NER GRUND;32;13202;20 13202 �G GR�NER GRUND
00008100:000dccec;10;13,11;;;;4,47;;;Unbekannt;Unbekannt;POINT (404788.8007 5755815.7177);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dccf8;7;4,52;;;;3,13;;;Unbekannt;Unbekannt;POINT (404901.1307 5755252.5009);�G METZER STRASSE;32;13204;20 13204 �G METZER STRASSE
00008100:000dc9cc;60;16;1;55;172,79;6;1962;61;Winter-Linde;Tilia cordata*;POINT (404444.6854 5755116.106);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc9dc;54;14;1;37;116,24;6;1977;46;Winter-Linde;Tilia cordata*;POINT (404427.6737 5755090.557);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc9eb;179;26,96;;;;16,18;;;Unbekannt;Unbekannt;POINT (404865.0487 5755955.9471);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dc9f5;34;13,26;;;;7,13;;;Unbekannt;Unbekannt;POINT (404477.7382 5755321.9354);VG INSELBOGEN;32;53220;20 53220 VG INSELBOGEN
00008100:000dca44;18;14,2;1;75;235,62;12;1937;86;Robinie;Robinia pseudoacacia*;POINT (404320.6991 5755090.2489);VG FRANZ-HITZE-STRASSE;32;53211;20 53211 VG FRANZ-HITZE-STRASSE
00008100:000dca5b;11;5,9;1;16;50,27;4,5;2002;21;Eberesche;Sorbus aucuparia ;POINT (404290.1942 5755036.6034);VG R�PINGSTRASSE;32;53225;20 53225 VG R�PINGSTRASSE
00008100:000dca69;133;13;1;49;154;5;1932;91;Berg-Ahorn;Acer pseudoplatanus*;POINT (404990.993 5755755.695);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dca73;57;16;1;58;181;11;1912;111;Spitz-Ahorn;Acer platanoides*;POINT (404972.3846 5755761.22);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dccfc;11;24,95;;;;10,65;;;Unbekannt;Unbekannt;POINT (404827.3593 5755877.1249);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dcd03;44;10,01;;;;6,63;;;Unbekannt;Unbekannt;POINT (404655.3612 5755188.5477);MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36;32;63201;20 63201 MATTHIAS-CLAUDIUS-SCHULE, GUT INSEL 36
00008100:000dd040;145;16;1;51;159;8;1922;101;Gemeine Buche;Fagus sylvatica*;POINT (404844.2528 5756000.667);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd05d;142;5,24;;;;3,52;;;Unbekannt;Unbekannt;POINT (404895.8026 5756021.9979);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd06d;175;31;1;99;312;15;1832;191;Berg-Ahorn;Acer pseudoplatanus*;POINT (404866.6024 5756067.286);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd072;174;28;1;97;305;13;1842;181;Berg-Ahorn;Acer pseudoplatanus*;POINT (404857.3433 5756074.982);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dc4e4;16;9;1;27;84,82;8;1987;36;Vogel-Kirsche;Prunus avium ;POINT(404587.39093919540755450725555419921875 5754719.00405453704297542572021484375);VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.;32;53247;20 53247 VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.
00008100:000dc52e;19;12,81;;;;3,97;;;Unbekannt;Unbekannt;POINT (404708.0712 5754728.3143);VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.;32;53247;20 53247 VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.
00008100:000dc542;13;11,51;;40;125,66;11;1987;36;Vogel-Kirsche;Prunus avium ;POINT (404542.3085 5754716.2128);VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.;32;53247;20 53247 VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.
00008100:000dc55c;5;9,21;;33;103,67;10;1987;36;Hainbuche;Carpinus betulus*;POINT (404530.995 5754718.2665);VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.;32;53247;20 53247 VG RADWEG SAARBR�CKER STR. - OBERSCHLESIER STR.
00008100:000dc577;5;10,73;;;;3,9;;;Unbekannt;Unbekannt;POINT (404764.118 5754753.7567);VG PARKPLATZ KLEING�RTEN RONNEBERG;32;53244;20 53244 VG PARKPLATZ KLEING�RTEN RONNEBERG
00008100:000dc59d;67;1;0;0;0;1;2021;2;;Standort ohne Baum;POINT (404788.1942 5754775.544);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dc5a1;64;21;1;85;267,04;16;1937;86;Zerr-Eiche;Quercus cerris ;POINT (404807.0096 5754806.853);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000dd092;166;12,81;;;;5,91;;;Unbekannt;Unbekannt;POINT (404898.9374 5756090.8915);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd099;188;5,53;;;;3,56;;;Unbekannt;Unbekannt;POINT (404957.9989 5756059.8641);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd0c1;75;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404964.2538 5756098.931);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000dd0d6;77;7;1;17;53;4;2007;16;Spitz-Ahorn;Acer platanoides*;POINT (404995.1102 5756061.876);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000dc60f;73;16;1;26;82;7;1977;46;Winter-Linde;Tilia cordata*;POINT (404594.6903 5754887.51);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc615;71;16;1;82;258;8;1977;46;Winter-Linde;Tilia cordata*;POINT (404615.4999 5754888.384);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc629;78;7;1;16;50;3;2002;21;Hainbuche;Carpinus betulus*;POINT (404553.994 5754900.241);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc644;46;6;1;16;50,27;4;1992;31;Winter-Linde;Tilia cordata*;POINT (404655.4979 5754957.781);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc665;66;13;1;12,73;40;6;1977;46;Hainbuche;Carpinus betulus*;POINT (404692.7596 5754899.135);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc679;14;21,1;;70;219,91;8,86;1962;61;H�nge-Birke, Wei�-Birke;Betula pendula*;POINT (404473.202 5754761.0155);VG OBERSCHLESIER STRASSE;32;53224;20 53224 VG OBERSCHLESIER STRASSE
00008100:000dc685;15;23,8;1;95;298,45;12,48;1957;66;Gemeine Buche;Fagus sylvatica*;POINT (404465.5575 5754750.5741);VG OBERSCHLESIER STRASSE;32;53224;20 53224 VG OBERSCHLESIER STRASSE
00008100:000dc687;73;16;;25;78,54;6;1997;26;Berg-Ahorn;Acer pseudoplatanus*;POINT (404722.327 5754970.6171);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc697;14;22,08;1;30;94,25;4,89;1992;31;H�nge-Birke, Wei�-Birke;Betula pendula*;POINT (404791.8104 5754910.2108);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000dc6b0;47;12;;15;47,12;2;2012;11;Schwarz-Erle;Alnus glutinosa;POINT (404753.1884 5754968.9794);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dd1bc;118;19;1;47;147;10;1962;61;Hainbuche;Carpinus betulus*;POINT (404912.4437 5756025.877);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd1ed;7;9,2;1;23,87;75;3,53;2002;21;Feld-Ahorn;Acer campestre*;POINT (404953.8817 5756264.7284);VG AM KRUG;32;53203;20 53203 VG AM KRUG
00008100:000dd22e;254;5,01;;;;3;;;Unbekannt;Unbekannt;POINT (404895.2352 5756024.6708);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd2a1;7;17,29;;;;10,38;;;Unbekannt;Unbekannt;POINT (404965.4872 5756360.079);VG PARKPLATZ WESELER STR. + DONDERS-RING;32;53201;20 53201 VG PARKPLATZ WESELER STR. + DONDERS-RING
00008100:000dc6bb;50;26,06;1;47,43;149;14,14;1967;56;Amerikanische Gleditschie;Gleditsia triacanthos*;POINT (404777.6913 5754951.8729);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc6dd;12;5,19;;40;125,66;2,82;1972;51;Japanische Bl��ten-Kirsche;Prunus serrulata 'Kanzan' ;POINT(404421.6663242786307819187641143798828125 5754748.749000568874180316925048828125);VG OBERSCHLESIER STRASSE;32;53224;20 53224 VG OBERSCHLESIER STRASSE
00008100:000dc96e;12;10;1;18,46;58;5;2007;16;Amerikanischer Amberbaum;Liquidambar styraciflua ;POINT (404853.8202 5754999.4149);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc99a;16;26,11;1;82,76;260;15,4;1962;61;Stiel-Eiche;Quercus robur*;POINT(404816.575668535195291042327880859375 5754957.607361149974167346954345703125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc9a2;18;11,28;1;42;131,95;7;1982;40;Schwedische Mehlbeere;Sorbus intermedia ;POINT (404869.8143 5754933.1766);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dc9d8;175;22,75;;;;5,13;;;Unbekannt;Unbekannt;POINT (404843.8065 5755969.4462);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dc9dd;55;14;1;43;135,09;6;1977;46;Winter-Linde;Tilia cordata*;POINT (404428.0595 5755097.097);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000dc9ef;5;5;;17,83;56;3;2012;11;S�ulen-Hainbuche;Carpinus betulus 'Fastigiata';POINT (404932.1298 5755909.0663);VG HAUS SENTMARING;32;53231;20 53231 VG HAUS SENTMARING
00008100:000dca10;91;4;0;0;0;4;2017;6;Raue Deutzie;Deutzia scabra;POINT (404941.3827 5755952.067);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dca2d;297;13,56;;;;6,1;;;Unbekannt;Unbekannt;POINT (404838.5497 5755980.0585);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dca3a;134;9;1;15;46;3;1992;31;Spitz-Ahorn;Acer platanoides*;POINT (404897.8534 5755977.715);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dca43;19;8,77;1;30;94,25;5;1987;36;Baum-Hasel;Corylus colurna ;POINT (404329.6249 5755085.9413);VG FRANZ-HITZE-STRASSE;32;53211;20 53211 VG FRANZ-HITZE-STRASSE
00008100:000dca59;10;6,85;1;16;50,27;5;2002;21;Eberesche;Sorbus aucuparia ;POINT (404297.6317 5755049.5243);VG R�PINGSTRASSE;32;53225;20 53225 VG R�PINGSTRASSE
00008100:000dca68;5;14,28;1;75;235,62;18;1962;61;Spitz-Ahorn;Acer platanoides*;POINT (404253.4237 5755064.3915);SP R�PINGSTRASSE;32;23201;20 23201 SP R�PINGSTRASSE
00008100:000dca70;283;10,34;;;;4,27;;;Unbekannt;Unbekannt;POINT (404829.1317 5755866.1473);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dca82;1;18,04;;82,76;260;9,89;1942;81;Trauben-Eiche;Quercus petraea ;POINT (404452.3231 5755366.827);VG PARKPLATZ + WC AM INSELBOGEN/R.V.E.;32;53219;20 53219 VG PARKPLATZ + WC AM INSELBOGEN/R.V.E.
00008100:000dcaa4;71;12;1;35;109;7;1952;71;Spitz-Ahorn;Acer platanoides*;POINT (404861.1805 5755698.246);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dcaa5;119;17;1;59;185;7;1912;111;Spitz-Ahorn;Acer platanoides*;POINT (404866.8641 5755682.88);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000dd30a;38;26,68;;;;6,63;;;Unbekannt;Unbekannt;POINT (404912.7626 5756066.5839);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd34b;167;17;1;26;83;5;1992;31;Unbekannt;Unbekannt;POINT (404836.1282 5756088.239);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dd361;192;1;1;0;1;1;2021;2;;Standort ohne Baum;POINT (404767.7372 5756002.88);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000dc6df;45;6;0;0;0;4;2012;11;Gemeine Hasel;Corylus avellana ;POINT (404699.3104 5754982.695);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000dc6e4;52;25,36;1;95;298,45;16,98;1942;81;Unbekannt;Unbekannt;POINT (404735.4862 5754973.1688);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc772;37;18,25;1;37,24;117;7,75;1982;41;Berg-Ahorn;Acer pseudoplatanus*;POINT (404837.0731 5754983.204);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dc86f;39;11,98;1;55,7;175;8;1977;46;Mehlbeere;Sorbus spec.;POINT (404908.369 5754999.6259);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:000dcaa7;2;17,23;;80;251,33;18;1952;71;Gew�hnliche Platane;Platanus x hispanica ;POINT (404411.1923 5755332.162);VG PARKPLATZ KAPPENBERGER DAMM;32;53242;20 53242 VG PARKPLATZ KAPPENBERGER DAMM
00008100:000dcac9;72;12;1;31,83;100;6;1987;36;Hainbuche;Carpinus betulus*;POINT(404808.0627820121007971465587615966796875 5755018.041629240848124027252197265625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000dcad2;9;9,01;;;;3,81;;;Unbekannt;Unbekannt;POINT (404904.3759 5755648.9647);VG HEIMST�TTENWEG;32;53207;20 53207 VG HEIMST�TTENWEG
